id,created_at,updated_at,name,short_name,stock_ticker,description,cik,gics_sector,gics_sub_industry,headquarters_location,founded_year
1,2021-06-18 12:12:46,2021-06-18 12:12:46,3M Company,3M Company,MMM,,0000066740,Industrials,Industrial Conglomerates,"St. Paul, Minnesota",1902
44,2021-06-18 12:12:46,2021-06-18 12:12:46,A.O. Smith Corp,A.O. Smith Corp,AOS,,0000091142,Industrials,Building Products,"Milwaukee, Wisconsin",1916
10,2021-06-18 12:12:46,2021-06-18 12:12:46,AES Corp,AES Corp,AES,,0000874761,Utilities,Independent Power Producers & Energy Traders,"Arlington, Virginia",1981
41,2021-06-18 12:12:46,2021-06-18 12:12:46,"ANSYS, Inc.","ANSYS, Inc.",ANSS,,0001013462,Information Technology,Application Software,"Canonsburg, Pennsylvania",1969
45,2021-06-18 12:12:46,2021-06-18 12:12:46,APA Corporation,APA Corporation,APA,,0000006769,Energy,Oil & Gas Exploration & Production,"Houston, Texas",1954
53,2021-06-18 12:12:46,2021-06-18 12:12:46,AT&T Inc.,AT&T Inc.,T,,0000732717,Communication Services,Integrated Telecommunication Services,"Dallas, Texas",1983 (1885)
3,2021-06-18 12:12:46,2021-06-18 12:12:46,AbbVie Inc.,AbbVie Inc.,ABBV,,0001551152,Health Care,Pharmaceuticals,"North Chicago, Illinois",2013 (1888)
2,2021-06-18 12:12:46,2021-06-18 12:12:46,Abbott Laboratories,Abbott Laboratories,ABT,,0000001800,Health Care,Health Care Equipment,"North Chicago, Illinois",1888
4,2021-06-18 12:12:46,2021-06-18 12:12:46,Abiomed,Abiomed,ABMD,,0000815094,Health Care,Health Care Equipment,"Danvers, Massachusetts",1981
5,2021-06-18 12:12:46,2021-06-18 12:12:46,Accenture,Accenture,ACN,,0001467373,Information Technology,IT Consulting & Other Services,"Dublin, Ireland",1989
6,2021-06-18 12:12:46,2021-06-18 12:12:46,Activision Blizzard,Activision Blizzard,ATVI,,0000718877,Communication Services,Interactive Home Entertainment,"Santa Monica, California",2008
7,2021-06-18 12:12:46,2021-06-18 12:12:46,Adobe Inc.,Adobe,ADBE,,0000796343,Information Technology,Application Software,"San Jose, California",1982
9,2021-06-18 12:12:46,2021-06-18 12:12:46,Advance Auto Parts,Advance Auto Parts,AAP,,0001158449,Consumer Discretionary,Automotive Retail,"Raleigh, North Carolina",1932
8,2021-06-18 12:12:46,2021-06-18 12:12:46,Advanced Micro Devices,Advanced Micro Devices,AMD,,0000002488,Information Technology,Semiconductors,"Santa Clara, California",1969
11,2021-06-18 12:12:46,2021-06-18 12:12:46,Aflac,Aflac,AFL,,0000004977,Financials,Life & Health Insurance,"Columbus, Georgia",1955
12,2021-06-18 12:12:46,2021-06-18 12:12:46,Agilent Technologies,Agilent Technologies,A,,0001090872,Health Care,Health Care Equipment,"Santa Clara, California",1999
13,2021-06-18 12:12:46,2021-06-18 12:12:46,Air Products & Chemicals,Air Products & Chemicals,APD,,0000002969,Materials,Industrial Gases,"Allentown, Pennsylvania",1940
14,2021-06-18 12:12:46,2021-06-18 12:12:46,Akamai Technologies,Akamai Technologies,AKAM,,0001086222,Information Technology,Internet Services & Infrastructure,"Cambridge, Massachusetts",1998
15,2021-06-18 12:12:46,2021-06-18 12:12:46,Alaska Air Group,Alaska Air Group,ALK,,0000766421,Industrials,Airlines,"Seattle, Washington",1985
16,2021-06-18 12:12:46,2021-06-18 12:12:46,Albemarle Corporation,Albemarle Corporation,ALB,,0000915913,Materials,Specialty Chemicals,"Charlotte, North Carolina",1994
17,2021-06-18 12:12:46,2021-06-18 12:12:46,Alexandria Real Estate Equities,Alexandria Real Estate Equities,ARE,,0001035443,Real Estate,Office REITs,"Pasadena, California",1994
18,2021-06-18 12:12:46,2021-06-18 12:12:46,Alexion Pharmaceuticals,Alexion Pharmaceuticals,ALXN,,0000899866,Health Care,Pharmaceuticals,"Boston, Massachusetts",1992
19,2021-06-18 12:12:46,2021-06-18 12:12:46,Align Technology,Align Technology,ALGN,,0001097149,Health Care,Health Care Supplies,"San Jose, California",1997
20,2021-06-18 12:12:46,2021-06-18 12:12:46,Allegion,Allegion,ALLE,,0001579241,Industrials,Building Products,"Dublin, Ireland",1908
21,2021-06-18 12:12:46,2021-06-18 12:12:46,Alliant Energy,Alliant Energy,LNT,,0000352541,Utilities,Electric Utilities,"Madison, Wisconsin",1917
22,2021-06-18 12:12:46,2021-06-18 12:12:46,Allstate Corp,Allstate Corp,ALL,,0000899051,Financials,Property & Casualty Insurance,"Northfield Township, Illinois",1931
23,2021-06-18 12:12:46,2021-06-18 12:12:46,Alphabet Inc. (Class A),Alphabet Inc. (Class A),GOOGL,,0001652044,Communication Services,Interactive Media & Services,"Mountain View, California",1998
24,2021-06-18 12:12:46,2021-06-18 12:12:46,Alphabet Inc. (Class C),Alphabet Inc. (Class C),GOOG,,0001652044,Communication Services,Interactive Media & Services,"Mountain View, California",1998
25,2021-06-18 12:12:46,2021-06-18 12:12:46,Altria Group Inc,Altria Group Inc,MO,,0000764180,Consumer Staples,Tobacco,"Richmond, Virginia",1985
26,2021-06-18 12:12:46,2021-06-18 12:12:46,Amazon.com Inc.,Amazon.com Inc.,AMZN,,0001018724,Consumer Discretionary,Internet & Direct Marketing Retail,"Seattle, Washington",1994
27,2021-06-18 12:12:46,2021-06-18 12:12:46,Amcor,Amcor,AMCR,,0001748790,Materials,Paper Packaging,"Zurich, Switzerland",2019 (1860)
28,2021-06-18 12:12:46,2021-06-18 12:12:46,Ameren Corp,Ameren Corp,AEE,,0001002910,Utilities,Multi-Utilities,"St. Louis, Missouri",1902
29,2021-06-18 12:12:46,2021-06-18 12:12:46,American Airlines Group,American Airlines,AAL,,0000006201,Industrials,Airlines,"Fort Worth, Texas",1934
30,2021-06-18 12:12:46,2021-06-18 12:12:46,American Electric Power,American Electric Power,AEP,,0000004904,Utilities,Electric Utilities,"Columbus, Ohio",1906
31,2021-06-18 12:12:46,2021-06-18 12:12:46,American Express,American Express,AXP,,0000004962,Financials,Consumer Finance,"New York, New York",1850
32,2021-06-18 12:12:46,2021-06-18 12:12:46,American International Group,American International Group,AIG,,0000005272,Financials,Property & Casualty Insurance,"New York, New York",1919
33,2021-06-18 12:12:46,2021-06-18 12:12:46,American Tower Corp.,American Tower Corp.,AMT,,0001053507,Real Estate,Specialized REITs,"Boston, Massachusetts",1995
34,2021-06-18 12:12:46,2021-06-18 12:12:46,American Water Works,American Water Works,AWK,,0001410636,Utilities,Water Utilities,"Camden, New Jersey",1886
35,2021-06-18 12:12:46,2021-06-18 12:12:46,Ameriprise Financial,Ameriprise Financial,AMP,,0000820027,Financials,Asset Management & Custody Banks,"Minneapolis, Minnesota",1894
36,2021-06-18 12:12:46,2021-06-18 12:12:46,AmerisourceBergen,AmerisourceBergen,ABC,,0001140859,Health Care,Health Care Distributors,"Chesterbrook, Pennsylvania",1985
37,2021-06-18 12:12:46,2021-06-18 12:12:46,Ametek,Ametek,AME,,0001037868,Industrials,Electrical Components & Equipment,"Berwyn, Pennsylvania",1930
38,2021-06-18 12:12:46,2021-06-18 12:12:46,Amgen Inc.,Amgen Inc.,AMGN,,0000318154,Health Care,Biotechnology,"Thousand Oaks, California",1980
39,2021-06-18 12:12:46,2021-06-18 12:12:46,Amphenol Corp,Amphenol Corp,APH,,0000820313,Information Technology,Electronic Components,"Wallingford, Connecticut",1932
40,2021-06-18 12:12:46,2021-06-18 12:12:46,"Analog Devices, Inc.","Analog Devices, Inc.",ADI,,0000006281,Information Technology,Semiconductors,"Norwood, Massachusetts",1965
42,2021-06-18 12:12:46,2021-06-18 12:12:46,Anthem,Anthem,ANTM,,0001156039,Health Care,Managed Health Care,"Indianapolis, Indiana",2014 (1946)
43,2021-06-18 12:12:46,2021-06-18 12:12:46,Aon plc,Aon plc,AON,,0000315293,Financials,Insurance Brokers,"London, United Kingdom",1982 (1919)
46,2021-06-18 12:12:46,2021-06-18 12:12:46,Apple Inc.,Apple,AAPL,,0000320193,Information Technology,"Technology Hardware, Storage & Peripherals","Cupertino, California",1977
47,2021-06-18 12:12:46,2021-06-18 12:12:46,Applied Materials Inc.,Applied Materials Inc.,AMAT,,0000006951,Information Technology,Semiconductor Equipment,"Santa Clara, California",1967
48,2021-06-18 12:12:46,2021-06-18 12:12:46,Aptiv PLC,Aptiv PLC,APTV,,0001521332,Consumer Discretionary,Auto Parts & Equipment,"Dublin, Ireland",1994
49,2021-06-18 12:12:46,2021-06-18 12:12:46,Archer-Daniels-Midland Co,Archer-Daniels-Midland Co,ADM,,0000007084,Consumer Staples,Agricultural Products,"Chicago, Illinois",1902
50,2021-06-18 12:12:46,2021-06-18 12:12:46,Arista Networks,Arista Networks,ANET,,0001596532,Information Technology,Communications Equipment,"Santa Clara, California",2004
51,2021-06-18 12:12:46,2021-06-18 12:12:46,Arthur J. Gallagher & Co.,Arthur J. Gallagher & Co.,AJG,,0000354190,Financials,Insurance Brokers,"Rolling Meadows, Illinois",1927
52,2021-06-18 12:12:46,2021-06-18 12:12:46,Assurant,Assurant,AIZ,,0001267238,Financials,Multi-line Insurance,"New York, New York",1892
54,2021-06-18 12:12:46,2021-06-18 12:12:46,Atmos Energy,Atmos Energy,ATO,,0000731802,Utilities,Gas Utilities,"Dallas, Texas",1906
57,2021-06-18 12:12:46,2021-06-18 12:12:46,AutoZone Inc,AutoZone Inc,AZO,,0000866787,Consumer Discretionary,Specialty Stores,"Memphis, Tennessee",1979
55,2021-06-18 12:12:46,2021-06-18 12:12:46,Autodesk Inc.,Autodesk Inc.,ADSK,,0000769397,Information Technology,Application Software,"San Rafael, California",1982
56,2021-06-18 12:12:46,2021-06-18 12:12:46,Automatic Data Processing,Automatic Data Processing,ADP,,0000008670,Information Technology,Data Processing & Outsourced Services,"Roseland, New Jersey",1949
58,2021-06-18 12:12:46,2021-06-18 12:12:46,AvalonBay Communities,AvalonBay Communities,AVB,,0000915912,Real Estate,Residential REITs,"Arlington, Virginia[3]",1978
59,2021-06-18 12:12:46,2021-06-18 12:12:46,Avery Dennison Corp,Avery Dennison Corp,AVY,,0000008818,Materials,Paper Packaging,"Glendale, California",1990
60,2021-06-18 12:12:46,2021-06-18 12:12:46,Baker Hughes Co,Baker Hughes Co,BKR,,0001701605,Energy,Oil & Gas Equipment & Services,"Houston, Texas",2017
61,2021-06-18 12:12:46,2021-06-18 12:12:46,Ball Corp,Ball Corp,BLL,,0000009389,Materials,Metal & Glass Containers,"Broomfield, Colorado",1880
62,2021-06-18 12:12:46,2021-06-18 12:12:46,Bank of America Corp,Bank of America Corp,BAC,,0000070858,Financials,Diversified Banks,"Charlotte, North Carolina",1998 (1923 / 1874)
64,2021-06-18 12:12:46,2021-06-18 12:12:46,Baxter International Inc.,Baxter International Inc.,BAX,,0000010456,Health Care,Health Care Equipment,"Deerfield, Illinois",1931
65,2021-06-18 12:12:46,2021-06-18 12:12:46,Becton Dickinson,Becton Dickinson,BDX,,0000010795,Health Care,Health Care Equipment,"Franklin Lakes, New Jersey",1897
66,2021-06-18 12:12:46,2021-06-18 12:12:46,Berkshire Hathaway,Berkshire Hathaway,BRK.B,,0001067983,Financials,Multi-Sector Holdings,"Omaha, Nebraska",1839
67,2021-06-18 12:12:46,2021-06-18 12:12:46,Best Buy Co. Inc.,Best Buy Co. Inc.,BBY,,0000764478,Consumer Discretionary,Computer & Electronics Retail,"Richfield, Minnesota",1966
68,2021-06-18 12:12:46,2021-06-18 12:12:46,Bio-Rad Laboratories,Bio-Rad Laboratories,BIO,,0000012208,Health Care,Life Sciences Tools & Services,"Hercules, California",1952
69,2021-06-18 12:12:46,2021-06-18 12:12:46,Biogen Inc.,Biogen Inc.,BIIB,,0000875045,Health Care,Biotechnology,"Cambridge, Massachusetts",1978
70,2021-06-18 12:12:46,2021-06-18 12:12:46,BlackRock,BlackRock,BLK,,0001364742,Financials,Asset Management & Custody Banks,"New York, New York",1988
71,2021-06-18 12:12:46,2021-06-18 12:12:46,Boeing Company,Boeing Company,BA,,0000012927,Industrials,Aerospace & Defense,"Chicago, Illinois",1916
72,2021-06-18 12:12:46,2021-06-18 12:12:46,Booking Holdings Inc,Booking Holdings Inc,BKNG,,0001075531,Consumer Discretionary,Internet & Direct Marketing Retail,"Norwalk, Connecticut",1996
73,2021-06-18 12:12:46,2021-06-18 12:12:46,BorgWarner,BorgWarner,BWA,,0000908255,Consumer Discretionary,Auto Parts & Equipment,"Auburn Hills, Michigan",1880
74,2021-06-18 12:12:46,2021-06-18 12:12:46,Boston Properties,Boston Properties,BXP,,0001037540,Real Estate,Office REITs,"Boston, Massachusetts",1970
75,2021-06-18 12:12:46,2021-06-18 12:12:46,Boston Scientific,Boston Scientific,BSX,,0000885725,Health Care,Health Care Equipment,"Marlborough, Massachusetts[4]",1979
76,2021-06-18 12:12:46,2021-06-18 12:12:46,Bristol-Myers Squibb,Bristol-Myers Squibb,BMY,,0000014272,Health Care,Health Care Distributors,"New York, New York",1989
77,2021-06-18 12:12:46,2021-06-18 12:12:46,Broadcom Inc.,Broadcom Inc.,AVGO,,0001730168,Information Technology,Semiconductors,"San Jose, California",1961
78,2021-06-18 12:12:46,2021-06-18 12:12:46,Broadridge Financial Solutions,Broadridge Financial Solutions,BR,,0001383312,Information Technology,Data Processing & Outsourced Services,"Lake Success, New York",1962
79,2021-06-18 12:12:46,2021-06-18 12:12:46,Brown-Forman Corp.,Brown-Forman Corp.,BF.B,,0000014693,Consumer Staples,Distillers & Vintners,"Louisville, Kentucky",1870
80,2021-06-18 12:12:46,2021-06-18 12:12:46,C. H. Robinson Worldwide,C. H. Robinson Worldwide,CHRW,,0001043277,Industrials,Air Freight & Logistics,"Eden Prairie, Minnesota",1905
92,2021-06-18 12:12:46,2021-06-18 12:12:46,CBRE Group,CBRE Group,CBRE,,0001138118,Real Estate,Real Estate Services,"Dallas, Texas",1906
93,2021-06-18 12:12:46,2021-06-18 12:12:46,CDW,CDW,CDW,,0001402057,Information Technology,Technology Distributors,"Lincolnshire, Illinois",1984
98,2021-06-18 12:12:46,2021-06-18 12:12:46,CF Industries Holdings Inc,CF Industries Holdings Inc,CF,,0001324404,Materials,Fertilizers & Agricultural Chemicals,"Deerfield, Illinois",1946
113,2021-06-18 12:12:46,2021-06-18 12:12:46,CME Group Inc.,CME Group Inc.,CME,,0001156375,Financials,Financial Exchanges & Data,"Chicago, Illinois",1848
114,2021-06-18 12:12:46,2021-06-18 12:12:46,CMS Energy,CMS Energy,CMS,,0000811156,Utilities,Multi-Utilities,"Jackson, Michigan",1886
130,2021-06-18 12:12:46,2021-06-18 12:12:46,CSX Corp.,CSX Corp.,CSX,,0000277948,Industrials,Railroads,"Jacksonville, Florida",1980
132,2021-06-18 12:12:46,2021-06-18 12:12:46,CVS Health,CVS Health,CVS,,0000064803,Health Care,Health Care Services,"Woonsocket, Rhode Island",1996
81,2021-06-18 12:12:46,2021-06-18 12:12:46,Cabot Oil & Gas,Cabot Oil & Gas,COG,,0000858470,Energy,Oil & Gas Exploration & Production,"Houston, Texas",1989
82,2021-06-18 12:12:46,2021-06-18 12:12:46,Cadence Design Systems,Cadence Design Systems,CDNS,,0000813672,Information Technology,Application Software,"San Jose, California",1988
83,2021-06-18 12:12:46,2021-06-18 12:12:46,Campbell Soup,Campbell Soup,CPB,,0000016732,Consumer Staples,Packaged Foods & Meats,"Camden, New Jersey",1869
84,2021-06-18 12:12:46,2021-06-18 12:12:46,Capital One Financial,Capital One Financial,COF,,0000927628,Financials,Consumer Finance,"Tysons Corner, Virginia",1935
85,2021-06-18 12:12:46,2021-06-18 12:12:46,Cardinal Health Inc.,Cardinal Health Inc.,CAH,,0000721371,Health Care,Health Care Distributors,"Dublin, Ohio",1971
86,2021-06-18 12:12:46,2021-06-18 12:12:46,Carmax Inc,Carmax Inc,KMX,,0001170010,Consumer Discretionary,Specialty Stores,"Richmond, Virginia",1993
87,2021-06-18 12:12:46,2021-06-18 12:12:46,Carnival Corp.,Carnival Corp.,CCL,,0000815097,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",1972
88,2021-06-18 12:12:46,2021-06-18 12:12:46,Carrier Global,Carrier Global,CARR,,0001783180,Industrials,Building Products,"Palm Beach Gardens, Florida",2020 (1915)
89,2021-06-18 12:12:46,2021-06-18 12:12:46,Catalent,Catalent,CTLT,,0001596783,Health Care,Pharmaceuticals,"Somerset, New Jersey",2007
90,2021-06-18 12:12:46,2021-06-18 12:12:46,Caterpillar Inc.,Caterpillar Inc.,CAT,,0000018230,Industrials,Construction Machinery & Heavy Trucks,"Deerfield, Illinois",1925
91,2021-06-18 12:12:46,2021-06-18 12:12:46,Cboe Global Markets,Cboe Global Markets,CBOE,,0001374310,Financials,Financial Exchanges & Data,"Chicago, Illinois",1973
94,2021-06-18 12:12:46,2021-06-18 12:12:46,Celanese,Celanese,CE,,0001306830,Materials,Specialty Chemicals,"Irving, Texas",1918
95,2021-06-18 12:12:46,2021-06-18 12:12:46,Centene Corporation,Centene Corporation,CNC,,0001071739,Health Care,Managed Health Care,"St. Louis, Missouri",1984
96,2021-06-18 12:12:46,2021-06-18 12:12:46,CenterPoint Energy,CenterPoint Energy,CNP,,0001130310,Utilities,Multi-Utilities,"Houston, Texas",1882
97,2021-06-18 12:12:46,2021-06-18 12:12:46,Cerner,Cerner,CERN,,0000804753,Health Care,Health Care Technology,"North Kansas City, Missouri",1979
99,2021-06-18 12:12:46,2021-06-18 12:12:46,Charles Schwab Corporation,Charles Schwab Corporation,SCHW,,0000316709,Financials,Investment Banking & Brokerage,"Westlake, Texas",1971
100,2021-06-18 12:12:46,2021-06-18 12:12:46,Charter Communications,Charter Communications,CHTR,,0001091667,Communication Services,Cable & Satellite,"Stamford, Connecticut",1993
101,2021-06-18 12:12:46,2021-06-18 12:12:46,Chevron Corp.,Chevron Corp.,CVX,,0000093410,Energy,Integrated Oil & Gas,"San Ramon, California",1879
102,2021-06-18 12:12:46,2021-06-18 12:12:46,Chipotle Mexican Grill,Chipotle Mexican Grill,CMG,,0001058090,Consumer Discretionary,Restaurants,"Newport Beach, California",1993
103,2021-06-18 12:12:46,2021-06-18 12:12:46,Chubb Limited,Chubb Limited,CB,,0000896159,Financials,Property & Casualty Insurance,"Zurich, Switzerland",1985
104,2021-06-18 12:12:46,2021-06-18 12:12:46,Church & Dwight,Church & Dwight,CHD,,0000313927,Consumer Staples,Household Products,"Ewing, New Jersey",1847
105,2021-06-18 12:12:46,2021-06-18 12:12:46,Cigna,Cigna,CI,,0001739940,Health Care,Managed Health Care,"Bloomfield, Connecticut",1982
106,2021-06-18 12:12:46,2021-06-18 12:12:46,Cincinnati Financial,Cincinnati Financial,CINF,,0000020286,Financials,Property & Casualty Insurance,"Fairfield, Ohio",1950
107,2021-06-18 12:12:46,2021-06-18 12:12:46,Cintas Corporation,Cintas Corporation,CTAS,,0000723254,Industrials,Diversified Support Services,"Mason, Ohio",1929
108,2021-06-18 12:12:46,2021-06-18 12:12:46,Cisco Systems,Cisco Systems,CSCO,,0000858877,Information Technology,Communications Equipment,"San Jose, California",1984
109,2021-06-18 12:12:46,2021-06-18 12:12:46,Citigroup Inc.,Citigroup Inc.,C,,0000831001,Financials,Diversified Banks,"New York, New York",1998
110,2021-06-18 12:12:46,2021-06-18 12:12:46,Citizens Financial Group,Citizens Financial Group,CFG,,0000759944,Financials,Regional Banks,"Providence, Rhode Island",1828
111,2021-06-18 12:12:46,2021-06-18 12:12:46,Citrix Systems,Citrix Systems,CTXS,,0000877890,Information Technology,Application Software,"Fort Lauderdale, Florida",1989
115,2021-06-18 12:12:46,2021-06-18 12:12:46,Coca-Cola Company,Coca Cola,KO,,0000021344,Consumer Staples,Soft Drinks,"Atlanta, Georgia",1886
116,2021-06-18 12:12:46,2021-06-18 12:12:46,Cognizant Technology Solutions,Cognizant Technology Solutions,CTSH,,0001058290,Information Technology,IT Consulting & Other Services,"Teaneck, New Jersey",1994
117,2021-06-18 12:12:46,2021-06-18 12:12:46,Colgate-Palmolive,Colgate-Palmolive,CL,,0000021665,Consumer Staples,Household Products,"New York, New York",1806
118,2021-06-18 12:12:46,2021-06-18 12:12:46,Comcast Corp.,Comcast Corp.,CMCSA,,0001166691,Communication Services,Cable & Satellite,"Philadelphia, Pennsylvania",1963
119,2021-06-18 12:12:46,2021-06-18 12:12:46,Comerica Inc.,Comerica Inc.,CMA,,0000028412,Financials,Diversified Banks,"Dallas, Texas",1849
120,2021-06-18 12:12:46,2021-06-18 12:12:46,Conagra Brands,Conagra Brands,CAG,,0000023217,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois",1919
121,2021-06-18 12:12:46,2021-06-18 12:12:46,ConocoPhillips,ConocoPhillips,COP,,0001163165,Energy,Oil & Gas Exploration & Production,"Houston, Texas",2002
122,2021-06-18 12:12:46,2021-06-18 12:12:46,Consolidated Edison,Consolidated Edison,ED,,0001047862,Utilities,Electric Utilities,"New York, New York",1823
123,2021-06-18 12:12:46,2021-06-18 12:12:46,Constellation Brands,Constellation Brands,STZ,,0000016918,Consumer Staples,Distillers & Vintners,"Victor, New York",1945
125,2021-06-18 12:12:46,2021-06-18 12:12:46,Copart Inc,Copart Inc,CPRT,,0000900075,Industrials,Diversified Support Services,"Dallas, Texas",1982
126,2021-06-18 12:12:46,2021-06-18 12:12:46,Corning Inc.,Corning Inc.,GLW,,0000024741,Information Technology,Electronic Components,"Corning, New York",1851
127,2021-06-18 12:12:46,2021-06-18 12:12:46,Corteva,Corteva,CTVA,,0001755672,Materials,Fertilizers & Agricultural Chemicals,"Wilmington, Delaware",2019
128,2021-06-18 12:12:46,2021-06-18 12:12:46,Costco Wholesale Corp.,Costco Wholesale Corp.,COST,,0000909832,Consumer Staples,Hypermarkets & Super Centers,"Issaquah, Washington",1976
